tweet id,user id,username,content,sentiment,target,annotator id,comment,dispute
9985323762,18086787,RebelCapitalist,"Before he was President, he was for #singlepayer & actually spoke very highly of it. Now, he is against it. What gives Mr. President?  #hcr",negative ,obama,AMahmud
9634286658,813286,BarackObama,#OFA staff are tweeting live updates from today's #HCR meeting here:  http://bit.ly/cMF0dE Stay tuned for highlights throughout the day.,neutral ,hcr,AMahmud
9942797405,30313925,whitehouse,Full video of Obama remarks on #hcr: ''I will do everything in my power to make the case for reform'' http://bit.ly/disUY1,neutral ,hcr,AMahmud,,neutral or positive 
9939119667,27502479,GregWHoward,My latest: ''March Madness'' Patriot Style. Let's end this game against us!  http://bit.ly/9JpBMQ #tcot #ocra #sgp #hcr #tlot #hhrs #teaparty,positive ,other,AMahmud
9946568883,16474992,winterthur,RT @Joy__Hart: #Sanders amendmnt Provides over 55 million 2 seniors veterans & disabled w/ 1 X $250 emergency relief paymnt voting now! #hcr,positive ,hcr,AMahmud
9946494391,16474992,winterthur,"Attention #Democrats: When the House Is on Fire, Don't Cower, Grab a Hose: http://bit.ly/aquWGU #hcr #hcs #p2",neutral,dems,AMahmud
9964953434,21329783,stunetii,RT @UICIFD: #Spain invests $150M in #Kenya wind power. Largest  wind project in #Africa  http://tinyurl.com/y9opst9 #eco,irrelevant ,other ,AMahmud 
9954110972,16274815,reimagin,"STOP OBAMA CARE, TARGET=VOTE OUT 12 VULNERABLE DEMS Patrick Murphy (202) 225-4276 (215) 826-1963 #killthebill OR ELSE! #hcr",negative ,hcr ,AMahmud 
9979336723,56167383,usvoteout,WH hosting dinner party 2nite 4 Dems who voted against #HCR so whats on menu? Kool-aid? dead-fish? or just plain old progressive bribes?,negative ,hcr,AMahmud ,sarcasm  
9980033289,59461030,StockMarketScam,http://ow.ly/Q2lv .THE HEALTH CARE SELL OUT.They play games with the health of the people .Another Obama sell out.#tcot 3tlot #hcr cnn bbc,negative ,hcr,AMahmud 
9979439767,54744689,SangyeH,Amnesty Internat'l: Appalling how many women r dying in the US fr complic due 2pregnancy & childbirth.  1/2 can be prevented. #hcr,positive ,hcr ,AMahmud 
10267241057,73699879,USLib,How he sleeps at night. RT @wolfblitzercnn: Karl Rove joins me Wednesday in SitRoom 5PM ET. What would you ask him?,negative,gop,athornton,Shows negative sentiment to Rove
10278968512,25941604,Contemplari,Uncovered Shocker: Sen. Byrd Single-Handedly Stopped President Clinton From Using Reconciliation http://tinyurl.com/yl252v5  MUST SEE #hcr,negative,hcr,athornton,"sarcastic?, might be irrelevant since talking about Clinton"
10281108398,7713202,GOPLeader,The Dem scheme to ram health care takeover through Congress now has a name: the Slaughter Solution http://bit.ly/aMxRVS #hcr,negative,dems,athornton,"""ram"" and ""Slaughter"" are negative, takeover itself could be positive"
10281128016,16726846,bccohan,RT @GOPLeader: The Dem scheme to ram health care takeover through Congress now has a name: the Slaughter Solution http://bit.ly/aMxRVS #hcr,negative,dems,athornton,"""ram"" and ""Slaughter"" are negative, takeover itself could be positive, fact that its RT by a GOP shows possibly negative action"
10282024773,21707592,exposeliberals,Nancy Pelosi: We have to pass #hcr so you can find out what's in it http://is.gd/a5XoOhttp://is.gd/a5XBB #tcot #tlot #sgp #hhrs,negative,hcr,athornton,Could be sarcastic
10282205697,25471311,FrazzledHaloz,"RT @Senate_GOPs TPM: GOP To Dems: If You Think You'll Be More Popular After Health Care, Think Again http://bit.ly/bsdauM #tcot #hcr #sgp",negative,dems,athornton
10283310839,20732463,NaiveAbroad,Pelosi Political Suicide Squad http://bit.ly/bqeLFE #p2 #tcot #hcr,negative,hcr,athornton,"Unclear what is ""Suicide,"" can't follow link, but obviously negative and about hcr"
10284526068,87504275,rightlyaligned,NYTimes:BO #hcr FATAL FLAW! http://nyti.ms/bYncPq #tcot #teaparty #sgp #beck #gop #rush #p2 #dnc #dems #politics #conservative #ocra #hcr,negative,hcr,athornton
10285180077,45190383,newsbusters,"RT @michellemalkin: Via @GOPleader, here's what Dem schemers are up to now: The Slaughter Solution http://bit.ly/aMxRVS #hcr",negative,dems,athornton,"""Slaughter Solution"" is negative towards Dems"
10293140668,17014037,shadowfax_rulz,Tired of Stupak kicking women around like political football? Want real health reform? Support @Saltonstall2010: http://is.gd/a9KCR #hcr #p2,negative,hcr,athornton,"This is negative towards the current health reform, but positive about the ""real"" health reform"
10297265307,14255256,KaylaAnderson,Obama just tweeted that he wants ppl to spread the facts abt #hcr. Too bad Pelosi admitted already that we won't know facts till it's passed,negative,hcr,athornton,sarcastic
10278098905,33986037,wonkroom,The average person in the individual market paid 52% of their health coverage out-of-pocket. #hcr,neutral,hcr,athornton
10278377278,15711730,River_City,#hcr RT @PacificCove Alzheimer's 'Epidemic' Hitting Minorities Hardest - http://bit.ly/a6ge5M,neutral,hcr,athornton
10279187624,18172905,thenote,we talk #hcr & 2010 positioning w/ @DCCC's Chris Van Hollen & @anamariecox. #TopLine live link noon ET: http://tinyurl.com/toplinelive,neutral,hcr,athornton
10281202702,41373006,sarahlee310,"Rep .@AlanGrayson arguing for a vote for HR 4789, a bill to allow anyone to buy into Medicare. Video http://bit.ly/camQ7v #HCR #p2",neutral,hcr,athornton,HCR because it is talking about a new bill for Medicare
10281322366,18095847,kyleblankenship,RT: @buzzflash: AP Poll Finds Only 4% of Americans Do Not Want #HCR: http://ow.ly/1gDLw  #p2,neutral,hcr,athornton
10282028459,26623392,AAHSA,Larry Minnix explains how health reform would affect seniors: http://bit.ly/bAvZm5 #HCR #AAHSA10,neutral,hcr,athornton
10279410405,19895716,dpschealthcare,"Reminder: kickoff #SXSW 2mrrw w/ #SXSH, Social Health Conf. http://bit.ly/dhkD0g. It's sinful 2 be ths exctd abt #HCR innvatn! :)",positive,hcr,athornton,"positive about the conference, not necessarily hcr"
10299433446,76096218,GOPMinority,@KarlRove Great article in the WSJ today! #tcot #hcr #obama #reconciliation,positive,hcr,athornton
10281071034,21253935,MWJ1231,RT @markos: Good to see labor aboard: Any Dem voting against #HCR will be under threat of primary in 2012: http://is.gd/a8N57,positive,hcr,athornton
10227824429,14416628,MooreWV,Rush Limbaugh says he'll leave the country if Health Care Reform passes. Can we get a notary and make this official? #hcr #takeglennbecktoo,negative,conservatives,bwelch,"This is directly irrelevant to HCR, but they want it passed so that Limbaugh will leave the country, does this constitute the target as ""conservatives"" (as Limbaugh is conservative) or other (as it does not target all conservatives, just one)?"
9856788944,60113766,Conservativeind,How many ppl would make 2 years of car payments before actually GETTING the car?  THAT is what Obama's #HCR does #tcot #p2, negative, hcr,bwelch
9884143478,15008539,ACSCAN,Great turnout already on #hcr petition. Keep spreading the word. Tell 5 ppl 2 sign up now! http://ow.ly/1djQt, negative, hcr,bwelch
9887380083,40553282,StewSays,"Sen. McConnell: What we need to do is put the 2,700-page #HCR bill on the shelve and start over with a bipartisan step-by-step appoach.", negative,obama,bwelch,"The person is obviously FOR a health care reform, they just don't seem to like the proposed bill. This could be negative towards either Obama who created the bill and/or this specific HCR."
9891780777,7713202,GOPLeader,President Obama to America:  We're Sticking With Our Fundamentally-Flawed Government Takeover of Health Care http://bit.ly/dklZei #hcr, negative, hcr,bwelch
9936660635,15976697,michellemalkin,Obama on #hcr: ''Make ur voice heard.'' But only if u agree w/him. Every1 else: Shh. http://is.gd/9CaaT #wreckonciliation, negative,obama,bwelch
9937632290,14344823,Senate_GOPs,McConnell: ''What we know about the health care bill is people don't want it passed.'' #tcot #hcr, negative, hcr,bwelch
9946380906,27271568,ViralExistence,Retweet if you have a friend without healthcare - Can you #GOP bastards help out your fellow Americans ? ENOUGH ALREADY!! #TCOT #HCR #P2, negative, gop,bwelch
9950777335,36229876,MSNBCWatcher,Dear GOP: AMERICANS deserve the same healthcare Congress has. Only an *elitist* would disagree. #gopcodered #p2 #hcr, negative, gop,bwelch
9981821140,47350061,RenewingAmerica,"Let me get this straight,unemployment is  10-17%, Obama SOTUS promise was to drive more jobs yet the majority of his time is spent #hcr?!", negative,obama,bwelch
9983210793,103560785,YoungRepubMA,A person diagnosed with cancer in the US lives on average 5 years longer than a person diagnosed with cancer in the UK. #hcr #p2 #gop #tcot, negative, hcr,bwelch
10031362290,40692887,iDefendFreedom,Stand up for the constitution! Call #Congress NOW! Tell them NO on #hcr! (202) 224-3121 #tcot #teaparty #ocra #women www.house.gov #killbill, negative, hcr,bwelch
10100577202,18269172,geojohnson,#thankaliberal if you think it's fiscally responsible to spend billions to educate & supply HC to illegal aliens. #tcot #gop #hcr, negative, liberals,bwelch
10223703417,76407277,ExNavy26,Call #Congress today on your break: (202) 224-3121; email: www.house.gov NO on #hcr #tweetcongress #tcot #tlot They need to hear TODAY!, negative, hcr,bwelch
9631372657,24991189,thomas2leroy,45K Americans die each yr b/c they don't have hlth ins. Proof: http://bit.ly/39Pw8q #hcr #hcrsummit,positive, hcr,bwelch,,this tweet could be considered neutral because it is only stating a statistic<< but no one wants to die so its def pro hcr
9856510134,24733117,jilevin,Why We Need Health Care Reform: http://bit.ly/cM35MN #hcr #p2 #topprogs,positive, hcr,bwelch
9938177900,21160888,HarryRimalower,"Healthcare is not a privilege, it is a right! That is why I support healthcare reform. #hcr",positive, hcr,bwelch
10051771599,62955348,HCASAP,Here's a #hcr proposal short enough for Mitch McConnell to read: pass the damn bill now.,positive, hcr,bwelch
10226088073,55133916,OFA_LA,The need is great. The opportunity's here. Let's seize reform. It's within our grasp'' - President Obama on #HCR yesterday morning in PA.,positive, hcr,bwelch
10077260163,31176510,thebighoot,"There are over 3000 mandates in #HCR bill and the REGs haven't been written, Do You Know How Each Will Effect Your LIFE? #p2 #tcot #teaparty",negative, hcr,bwelch,"This one seems to be objective and just stating that there are 3,000 mandates and the regulations have yet to be written, but it also seems to have a negative undertone, especially considering the #teaparty tag. "
10641153052,19408986,GlennBeckClips,Obama is on Fox News now. Yawn! First time I've turned off Fox News in months. #TCOT #P2 #HCr, negative,obama,dadaniel
10641231917,117793813,politicsforce,@AmeriKeith Bret Baier hammering Obama over #hcr. The only intellectually honest interview since he took office. #hc #killthebill #p2, negative,obama,dadaniel
10641468614,18693598,Bob_Schaffer,Denver's Archbishop Chaput: health-care bill ''does not meet minimum moral standards''  http://tw0.us/8XO #tcot #hcr #sgp #hhrs #redco, negative, hcr,dadaniel
10642039194,57223664,NewsConnoisseur,"I see #Conservatives and #TeaParty nuts, who can't afford #HEALTHCARE, trying to fight the healthcare bill. http://bit.ly/c2PXLL #tcot #hcr", negative,conservatives,dadaniel
10642175388,6980622,MediaLizzy,Final thought on Obama's @FoxNews Interview w/Bret Baier: MAN UP. #hcr #tcot #gop #sgp, negative,obama,dadaniel
10642191213,46985065,tickle_b,Fox Noise is Un American trying to make our President look like a liar. #p2, negative, other,dadaniel
10642257135,16353245,asymmetricinfo,"Yes, journos:  the fact that Pelosi convinced one of the most liberal members of the house to vote for #hcr is nothing short of miraculous", negative, dems,dadaniel
10643572405,20869267,Chloe1732,http://twitpic.com/197uxl - Obama doesn't think it's a big deal that Dems are circumventing CONSTITUTION to shove thru Obamacare #tcot #hcr, negative,obama,dadaniel
10643680516,21707592,exposeliberals,"Today's interview with @Bret_Baier was a disaster for Obama, just like the Blaire House meeting #tcot #P2 #hcr", negative,obama,dadaniel
10645383003,60477859,StopTaxingUs,"RT @judicialabuse For America to thrive again, we MUST rid our country of this mental illness called entitlement #tcot #hcr #teaparty", negative, liberals,dadaniel
10645763388,32646461,LadyNole7,Assurant Health Ins. automatically targeted people with HIV for fraud to be able to drop them & they say we don't need #HCR, negative, other,dadaniel,"seems negative towards an Insurance Company, as representative of the Insurance Industry"
10647935847,15976697,michellemalkin,On @hannityshow at approx. 930pm Eastern tonite to talk Demcare arm-twisting. #hcr #wreckonciliation, negative, hcr,dadaniel
10633077050,19216998,mollyhooper,"House and Senate GOPers to hold special joint conference on Thursday morning on #hcr, according to a notice sent to GOP rank and file", neutral, hcr,dadaniel
10644703373,19367142,qstarweb,"Fox News just announced that CBO score will NOT be released B4 midnight, pushing earliest vote off to Sunday. #hcr #hc #rhodesnews", neutral, hcr,dadaniel
10646367098,18925783,RightKlik,Bret Baier vs. Barack Obama: http://z.pe/30gz #tcot #sgp #hcr #p2, neutral,obama,dadaniel
10636787136,41598349,APBBlue,There is nothing more #pro-life than protecting the lives of 31 million Americans.'' http://bit.ly/b8DXel #hcr #passthedamnbill,positive, hcr,dadaniel
10642177625,25882617,Architekt010,RT @gilcarvr: 'bout freakin time @GOPLeader: Governors Rise Up Against Federal Takeover of Health Care http://bit.ly/bN9lvv #hcr #alpolitics,positive,conservatives,dadaniel
10645886726,110569370,Unleashthadiva,Blue Dogs Looking forward to your VOTE FOR #HCR @GlennNye @HarryEMitchell @RepMikeMichaud @RepJimMatheson @Rep_Giffords @bradellsworth #p2,positive, hcr,dadaniel
10646121309,16367505,t_spano,"RT @avivao: WHY #HCR bill must be passed, despite SERIOUS flaws: C-SPAN House hearing NOW. #p2 http://3.ly/3niH MUST SEE!",positive, hcr,dadaniel
10646576559,17388022,KMers,RT @Liberal_Briana: RT @Unleashthadiva: VOTE YES FOR HCR!!!@RepMikeRoss @timryan @repschrader @JoeSestak @Rep_Albio_Sires #p2 #hcr,positive, hcr,dadaniel
10609413457,24431892,markos,Can't wait to find out.  RT @steveweinstein: Will Kucinich lovers go after Kucinich with same venom when he votes aye on #HCR?,irrelevant,hcr,dchan
10610422560,18385910,TellTheTruth1,#Obamacare'' Intrade contracts just collapsed~ 35 from 70+ N biggest short term swing of yr. http://bit.ly/6XwG9 #tcot #hcr #phnm #teaparty,irrelevant,other,dchan,Not related. Link links to an 'intrade' celebrity stock exchange with celebrity as stocks? O_o
10610751271,21329783,stunetii,Global Events on World Water Day (22 March) http://bit.ly/9e2LB1 #p2 #tcot #tlot #poverty #eco #waterwednesday,irrelevant,other,dchan
10616430498,16305494,tlw3,RT @tlw3: Right wing attacks 11-year-old http://is.gd/aLK2x #hcr #p2 #tcot,irrelevant,other,dchan,links to video
10617968552,106630088,GOTVote2010,PO Blog: Current #1 at Daily Kos SHOCKING: Teabaggers mock and scorn man w/ Parkinson's! http://bit.ly/bCLujj RT #hcr #p2,irrelevant,other,dchan
10618771096,24405200,Marnus3,Have I told anyone this morning that Joe Scarborough is an ass? #p2 #hcr #ACORN,irrelevant,other,dchan
10600781757,76387233,coyotered9,"@barackobama Obamabots,Physicians website,93% of doctors against #HCR & 47% will quit if passed http://www.aapsonline.org/ #tcot #tab10 #sgp",negative,obama,dchan
10608226945,19745574,TalulahStarr,RT @KurtSchlichter: @PatDollard Let me offer my #hcr plan. You're grown men and women:  Pay for your own $?!%& health care. #Tcot #gop #tlot,negative,hcr,dchan
10608358990,23204438,davegj,Obama set to ``Slaughter'' Healthcare http://wp.me/pv8jP-jG #tcot #gop #teaparty #iamthemob #hhrs #sgp #ocra #hcr #p2 @WAGNERGIRLE @reimagin,negative,hcr,dchan
10620687351,22498541,Ol_Roy,Obama & Pelosi's toolbox contains the ''positively evil'' techniques which socialist marxism demands. #tweetcongress #tcot #hcr #teaparty,negative,hcr,dchan
10621057674,17866095,ralanbarker,Where is the msm outrage at the disregard of the constitution? (I know...that was a stupid question!)  #killthebill #hcr #gop #tcot #Liberty,negative,hcr,dchan
10582547976,12591732,raywatts,Pence calls on Pelosi to reveal ``special\r\ndeals'' on Healthcare http://bit.ly/bUUAKp #tcot #ohtcot #hcr #tweetcongress,neutral,hcr,dchan
10603767263,21707592,exposeliberals,Rep Dave Dreier calls for cameras in Rules Committee Hearing Room for #hcr debate http://is.gd/aLiGH #tcot #tlot #sgp #hhrs,neutral,gop,dchan
10580729914,49615301,HarryReid,PETITION: Support finishing the job on #hcr with reconciliation Please RT & Sign ---> http://bit.ly/9uuAjE,positive,hcr,dchan
10603963123,32138043,loriguffey,WellPoint/BlueCross made $4.75bil in profits last yr during the worst economic crisis since Great Depression #passthedamnbill #HCR #p2 #tcot,positive,hcr,dchan
10617801820,15429247,JilNelson,@HarryReid PETITION: Support finishing the job on #hcr with reconciliation Please RT & Sign ---> http://bit.ly/9uuAjE,positive,hcr,dchan
10617920168,106630088,GOTVote2010,Be Sure to Thank @Dennis_Kucinich for Voting YES on #HCR Pls Rt #p2 #topprog #PassTheDamnBill #Healthcare,positive,hcr,dchan
10618324016,106630088,GOTVote2010,122 people will die today b/c they can't afford HealthCare. #p2 #hcr #topprog #PassTheDamnBill,positive,hcr,dchan
10618743979,106630088,GOTVote2010,THANK YOU @Dennis_Kucinich for Voting YES on #HCR! Pls Rt #p2 #topprog #PassTheDamnBill #PartyofNo #Healthcare,positive,hcr,dchan
10619044629,18695206,sweetcop95,RT @bradford2500: RT @harryreid PETITION: Support finishing the job on #hcr with reconciliation Please RT & Sign --> http://bit.ly/9uuAjE,positive,hcr,dchan
9891228882,72552866,USRealityCheck,Courthouse fire delays Lil Wayne sentencing: NEW YORK -- Platinum-selling rapper Lil Wayne appeared to have... http://bit.ly/bER9Dd raw #US,irrelevant,other,ddean
9830505207,24018771,Ramotringo,"@BarackObama Why 6 more wks to pass a #hcr Bill already passed in the House & Senate? Merge them, add #publicoption and just sign it !! #p2",negative,obama,ddean,clearly wants HCR
9892060621,18891923,GOPWhip,Editorial in @DetNews: #Dems shouldn't bend rules to pass #healthcare http://j.mp/b008DE #hc #hcr #handsoff #hcrsummit,negative,dems,ddean,clearly a republican
9936124524,22873947,southerntalker,Stop the Obstruction and disrespect from the GOP-TParty & Pass with Reconciliation- Pass it ASAP- GOP allowing Us to die w/o #hcr @GOPLeader,negative,gop,ddean
9938342381,980611,Karoli,RT @Marnus3: Message to republicans: We pushed the reset button on 11/4/08. #p2 #hcr #ACORN,negative,gop,ddean
10671791791,31127446,markknoller,"After House and Senate GOP Caucus, Hs Minority Ldr John Boehner says GOP determined the #HCR ''never ever ever passes.''",negative,hcr,ddean
10671865553,15976697,michellemalkin,Boehner: ''It's not too late 4 American ppl to speak up & make it clear they don't like this...Yell a little louder.'' #hcr,negative,hcr,ddean
10671989094,61776145,libertybell1776,"Hey Barack, roll up your bill and use it for a colonoscopy!  #tcot #redco #hc #hcr #healthcare #handsoff",negative,obama,ddean
10672148860,15976697,michellemalkin,Democrat Clyburn: ''We are absolutely giddy'' over CBO numbers. ''Giddy'' over nearly $1 TRILLION pricetag. Whee! #hcr,negative,dems,ddean
9907313767,89864022,sharmil_mckee,RT @TaoJonesTicker RT @JennaP3: Help spread the truth - most Americans want Health Care Reform http://bit.ly/aiLaIC #hcr #p2,neutral,hcr,ddean
9934100489,108701537,nchealthaccess,President Obama makes case for #hcr at 1:45pm today http://www.cnn.com/2010/POLITICS/03/03/health.care/index.html,neutral,obama,ddean
9934199970,22280445,HEALTH_NOTES,RT @MPOTheHill: Top Dems confident they have the votes on #hcr: http://bit.ly/bVV9jC ; Rep: Larson: ''I think we have the votes.'',neutral,dems,ddean
9937054133,20182089,WestWingReport,Obama's problem is that getting the 217 House votes he needs on #hcr is far from certain. Pelosi hedging on whether she can deliver.,neutral,obama,ddean
9940506487,24431892,markos,Reminder: #HCR isn't being passed w/ reconciliation. Senate bill (passed w/ 60) will be passed by House. Reconc will make minor budget fixes,neutral,hcr,ddean
10670289215,7713202,GOPLeader,"RT @CNN RT @cnnbrk: Idaho challenges national health care proposal, more may follow http://ow.ly/1nMq7 #hcr",neutral,hcr,ddean
10670927782,18791763,KarlRove,Will be joining Stuart Varney at 8:32 AM CT on FBN to discuss #HCR #TCOT #MEETKARL,neutral,other,ddean
10671322063,15976697,michellemalkin,FYI: There is nothing on CBO blog yet about Demcare analysis - http://cboblog.cbo.gov/ #hcr #wreckonciliation,neutral,hcr,ddean
9936572457,21634627,jcohntnr,"Obama: don't know how #hcr plays politically, but I know its right. #healthreform",positive,obama,ddean
9936635329,34761747,stevekimura,RT @bobcesca_go: ''Let's get it done!'' Bill passing fever! Catch it! // #HCR #passthedamnbill,positive,hcr,ddean
10666475271,94143715,KateAtState,"When a woman is 11 x as likely to die in childbirth in the US as in Ireland, we need #hcr. My col: http://nyti.ms/bFTb0o (via @NickKristof)",positive,hcr,ddean
10671600958,14270329,RyanNewYork,Pass The Bill: CBO shows #HCR saves us big money over the next decade. http://tinyurl.com/y9logoc #P2,positive,hcr,ddean
9899825805,17141349,Greytdog,"RT @winterthur: #GOPs #SarahPalin Loves Government #healthcare For Her Son, Tripp http://bit.ly/9Th3yn #hcr #hcs #p2  @SarahPalinUSA",negative,gop,ddean,definitely a stab at Sarah Palin
10672042727,17088305,charyl,"Ezra Klein: CBO: Additionally, #HCR will cover 32 million Americans, or 95% of the legal population. http://bit.ly/cSqIEk #p2 tcot",neutral,hcr,ddean
10638246364,18223040,Alexi4Illinois,@kirk4senate giddy about blocking #hcr: ``I'm Mark Kirk and I can't wait to vote against the health care bill next week'' http://bit.ly/aKAoxA, negative, hcr,dhagan
10657793846,24431892,markos,"Still getting emails from Kucinich fans praising him for opposing #HCR, clearly unaware that he is now voting ''yes''.", negative, other,dhagan,"""Other"" being Kucinich, but this could also be Positive"
10659471717,53487798,beesnguns,RT @JohnThune2012: NEJM: 1/3 of doctors could leave medicine if ObamaCare passes: http://bit.ly/9985Dy #tcot #hcr, negative, hcr,dhagan
10663766421,18461227,coutpost,Last chance to say NO to ObamaCare (pass it on) http://bit.ly/cus6YI #hcr #tcot, negative, hcr,dhagan
10666490992,98711526,GreatDebateUSA,MA Treasurer on FoxNews now. Says ObamaCare will bankrupt America.  #tcot #hcr #teaparty #gop, negative, hcr,dhagan
10669348320,31127446,markknoller,"In his contentious interview yesterday with Bret Baier of Fox News, Obama said he's confident #HCR will pass. Says it's ''right thing to do.''", negative,obama,dhagan,It's the quotation marks that make it sarcastic
10670711808,14728168,MelissaTweets,RT @michellemalkin: Just posted - CBO: Covering the Backsides of Obamacare-pushers? http://twurl.nl/ftwy57 #hcr #wreckonciliation, negative, hcr,dhagan
10676178779,18772533,Hargoosh,"@mikepfs read Drudge update, the CBO has NOT come up w numbers! Its another Pelosi Obama LIE #hcr", negative,obama,dhagan
10622971998,30313925,whitehouse,"Come to DC Friday morning, join Obama for major #hcr event at Patriot Center, no tix needed http://bit.ly/aavNaQ", neutral, hcr,dhagan
10643148842,98711526,GreatDebateUSA,"The #hcr bill will be posted on the Net for 2 days; all 2,800 pages. I say we all pick one page to read and meet back here. #teaparty #tcot", neutral,conservatives,dhagan
